机会点,出现次数,对应痛点,用户原话证据,平均actionability,平均relevance,note_url,优先级
低门槛App原型快速验证需求,1,ICP备案和公司注册流程复杂；行业许可证办理门槛高,整套流程里，写代码只占不到30%，真正的是后面这70%的“软成本”,2.0,2.0,https://www.xiaohongshu.com/explore/68f5fbd8000000000301b430?xsec_token=ABYZ_9FrX4unhpZe27_19YnpsK5kH7Vl818FBkAOJzoSE=&xsec_source=pc_search,低
兼职/副业机会的性价比评估工具,1,小白跑代码只知道跑，不知道为什么能出因子；不知道自己在干嘛，不理解底层逻辑,结果没想到还真是零门槛，培训给了代码，只要会jupyter和Python就能跑，纯小白秒变「量化大师」,2.0,2.0,https://www.xiaohongshu.com/explore/67d30cdf000000001201ec5b?xsec_token=ABs88PIC_ZuL0pfoST-puyvD3cCA_1G4j8U9CD9MjPVvQ=&xsec_source=pc_search,低
创建 AI Agent 新人成长路径导航，帮助明确需要掌握哪些技能,1,市场对 AI Agent 岗位要求5年以上经验，但行业发展时间不足；经验要求与实际行业发展时间不匹配，求职者难以满足招聘要求,Agent 才 1 岁多，市场已经要求 5 年以上经,2.0,2.0,https://www.xiaohongshu.com/explore/69d28386000000001a032278?xsec_token=ABsc3r3xgmJfQomjiRcPlNj8wUBEDDEz7-H6mrWOhdvcM=&xsec_source=pc_search,低
创建 Agent 入门难度评估工具,1,不确定自己能否学会 Agent 项目；对学习周期和难度缺乏预估能力,这个是你自己从 0 做出来的吗[笑哭R]，多久可以搞懂这个项目啊,2.0,2.0,https://www.xiaohongshu.com/explore/69b98f42000000001e00dedd?xsec_token=ABpOjDfNa32uGudL3LKs_tpqpVYa-j-eVcOU9qkcbjY9Y=&xsec_source=pc_search,低
副业方向推荐,1,被裁员,被裁员，已转行,2.0,2.0,https://www.xiaohongshu.com/explore/68eaf2e000000000040037fe?xsec_token=ABzUA-CrFC_yNTMSaDhcQ9cWbg3T-hL-XQgTY0j-QLofI=&xsec_source=pc_search,低
可以建立Agent vs Skill的使用场景指南，帮助用户判断何时用Agent、何时用Skill,1,Agent过度设计问题,这种感觉有点没有必要做成Agent[笑哭R]做一个skill就可以实现,2.0,2.0,https://www.xiaohongshu.com/explore/69c42e11000000001a029a0f?xsec_token=ABq4IAb8gGqLu6pcjqhhpg8X-E8fJFrrT0WqvQ88bV8KU=&xsec_source=pc_search,低
基于'不想浪费AI'心理的任务提醒功能,1,ADHD用户难以启动项目；INTP型人格的执行力问题,每天但凡想偷懒躺一下，都会想着今天的claude code还没有物尽其用于是爬起来干会活,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
基于GitHub资源提供智能分类和标签功能，自动识别项目属于哪一类,1,不清楚Agent开发和Agent算法的区别与边界；对如何区分AI/Agent领域的不同技术方向感到困惑,想请问一下，这是算agent开发还是agent算法的项目,2.0,2.0,https://www.xiaohongshu.com/explore/69eda6f0000000001a0377d6?xsec_token=ABi4nt48DhkLWSx7p21vI5v1jyUOIHxXJYmTBnlzcSOq4=&xsec_source=pc_search,低
多项目并行管理但不导致注意力分散,1,ADHD导致的启动困难；项目做到一半无法坚持,claude 赋予了我远超我水准的代码能力，之前所有的想法几十个同时开始弄，每个都弄到一半不想弄了,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
大量token消耗场景的效率优化工具,1,AI发展过快带来的工作压力；可能暗示对AI取代工作的担忧,我们一天最多一次3亿，上一年一年才三亿，当然也有可能是Opencode工具的subagent有问题导致的，平时一天用4千万token这样，ai发展的超级快，现在我们公司的供应商管理、转账全部给ai做了,2.0,2.0,https://www.xiaohongshu.com/explore/698c725a000000000e00efff?xsec_token=ABOlRr49EXXx3JNvF_QdO7nDE-57b-OMghEqIH--OoUDk=&xsec_source=pc_search,低
学习效果评估：帮助用户判断自己复刻的项目质量,1,,项目就是 P2 的 learn-claude-code，在学习的这两小时里，star 数又涨了 1k,2.0,3.0,https://www.xiaohongshu.com/explore/69b98f42000000001e00dedd?xsec_token=ABpOjDfNa32uGudL3LKs_tpqpVYa-j-eVcOU9qkcbjY9Y=&xsec_source=pc_search,低
学习路径规划：根据用户水平推荐合适的 Agent 学习项目,1,,项目就是 P2 的 learn-claude-code，在学习的这两小时里，star 数又涨了 1k,2.0,3.0,https://www.xiaohongshu.com/explore/69b98f42000000001e00dedd?xsec_token=ABpOjDfNa32uGudL3LKs_tpqpVYa-j-eVcOU9qkcbjY9Y=&xsec_source=pc_search,低
实习机会信息聚合,1,缺乏AI实习岗位的信息渠道；不知道如何获取AI实习面试机会,ai实习岗面邀吗,2.0,2.0,https://www.xiaohongshu.com/explore/69ba7bd8000000001a032f7d?xsec_token=ABvOt1D6R1jjMuN9xF4LRE6WuxeFMLznb_LLqCmK-fMpI=&xsec_source=pc_search,低
对接单渠道进行智能筛选和评估的产品,1,接单渠道质量差：单子多为学生作业和毕设；单价过低,主要问题：boss直聘上的渠道直接拉一个群里，每天丢单子，看起来大部分是学生的作业和毕设，单价低，而且对技术栈要求杂，有fpga 嵌入式，有画multisim 仿真等，纯软很少，性价比低,2.0,2.0,https://www.xiaohongshu.com/explore/6888549f000000002203d7d1?xsec_token=AB5y7vigr5QenENFC4iMrRi1q_4gj78SvkSxkUmCBF_-0=&xsec_source=pc_search,低
帮助用户识别「高门槛包装低门槛」的招聘信息,1,小白跑代码只知道跑，不知道为什么能出因子；不知道自己在干嘛，不理解底层逻辑,结果没想到还真是零门槛，培训给了代码，只要会jupyter和Python就能跑，纯小白秒变「量化大师」,2.0,2.0,https://www.xiaohongshu.com/explore/67d30cdf000000001201ec5b?xsec_token=ABs88PIC_ZuL0pfoST-puyvD3cCA_1G4j8U9CD9MjPVvQ=&xsec_source=pc_search,低
开发 AI Agent 经验认证/评估工具，对齐市场需求与候选人能力,1,市场对 AI Agent 岗位要求5年以上经验，但行业发展时间不足；经验要求与实际行业发展时间不匹配，求职者难以满足招聘要求,Agent 才 1 岁多，市场已经要求 5 年以上经,2.0,2.0,https://www.xiaohongshu.com/explore/69d28386000000001a032278?xsec_token=ABsc3r3xgmJfQomjiRcPlNj8wUBEDDEz7-H6mrWOhdvcM=&xsec_source=pc_search,低
开发 Agent 学习路径规划器，根据用户背景推荐学习计划和时间表,1,不确定自己能否学会 Agent 项目；对学习周期和难度缺乏预估能力,这个是你自己从 0 做出来的吗[笑哭R]，多久可以搞懂这个项目啊,2.0,2.0,https://www.xiaohongshu.com/explore/69b98f42000000001e00dedd?xsec_token=ABpOjDfNa32uGudL3LKs_tpqpVYa-j-eVcOU9qkcbjY9Y=&xsec_source=pc_search,低
开发Agent教学Agent，可以类比费曼学习法，将复杂技术概念用简单语言解释,1,不理解agent和skill的关系；不清楚agent中tool与skill里script的区别,可以讲讲agent和skill的关系吗 以及agent里的tool和skill里带的script的区别是什么,2.0,2.0,https://www.xiaohongshu.com/explore/6a140aa200000000370343b7?xsec_token=AB6cba2JzeP0j7V0wZ0zCMjT2znThM5e8XSnT7BSG4_aE=&xsec_source=pc_search,低
开发交互式AI概念科普工具，帮助用户理解Agent/MCP/Skills等技术术语的区别,1,对AI技术概念层级关系的困惑,底层难道不是LLM 为什么是Agent,2.0,2.0,https://www.xiaohongshu.com/explore/69dee883000000001a02e821?xsec_token=ABkgE-D9gv6c29MmvkPFTaUCuJBZKinncpDhoun5BEOs4=&xsec_source=pc_search,低
接单平台对接,1,被裁员,被裁员，已转行,2.0,2.0,https://www.xiaohongshu.com/explore/68eaf2e000000000040037fe?xsec_token=ABzUA-CrFC_yNTMSaDhcQ9cWbg3T-hL-XQgTY0j-QLofI=&xsec_source=pc_search,低
提供 AI Agent 实战项目库，帮助求职者快速积累可写进简历的项目经验,1,市场对 AI Agent 岗位要求5年以上经验，但行业发展时间不足；经验要求与实际行业发展时间不匹配，求职者难以满足招聘要求,Agent 才 1 岁多，市场已经要求 5 年以上经,2.0,2.0,https://www.xiaohongshu.com/explore/69d28386000000001a032278?xsec_token=ABsc3r3xgmJfQomjiRcPlNj8wUBEDDEz7-H6mrWOhdvcM=&xsec_source=pc_search,低
提供Agent技术术语词典或概念关系图谱,1,不理解agent和skill的关系；不清楚agent中tool与skill里script的区别,可以讲讲agent和skill的关系吗 以及agent里的tool和skill里带的script的区别是什么,2.0,2.0,https://www.xiaohongshu.com/explore/6a140aa200000000370343b7?xsec_token=AB6cba2JzeP0j7V0wZ0zCMjT2znThM5e8XSnT7BSG4_aE=&xsec_source=pc_search,低
提供一个「Agent领域术语词典/分类指南」功能，帮助用户理解agent开发、agent算法、agent应用等概念的区别,1,不清楚Agent开发和Agent算法的区别与边界；对如何区分AI/Agent领域的不同技术方向感到困惑,想请问一下，这是算agent开发还是agent算法的项目,2.0,2.0,https://www.xiaohongshu.com/explore/69eda6f0000000001a0377d6?xsec_token=ABi4nt48DhkLWSx7p21vI5v1jyUOIHxXJYmTBnlzcSOq4=&xsec_source=pc_search,低
提供项目经历STAR法则改写功能,1,不知道如何将项目经历正确地写到简历上；看了技术拆解却不知道怎么转化为简历内容,我在公司内发过我的项目技术拆解 都是如何搭的 遇到什么问题如何解决，我朋友看到那个简历还以为是我跳槽,2.0,3.0,https://www.xiaohongshu.com/explore/69ddf696000000001a021021?xsec_token=ABkNauXBhzJNP04soRJQ-xKxr0g_1B_4o5DTpdSKuTamI=&xsec_source=pc_search,低
收集整理小白友好的Agent项目推荐库，按难度分级,1,,可以看下nanobot，cc其实也可以看。感觉就差不多了。或者等我过几天发个项目源码➕文档,2.0,2.0,https://www.xiaohongshu.com/explore/6a032f37000000003501c680?xsec_token=ABsl6oE4q8UWcm3Yf2FbTD2HSoksv7A1wdxx-NE5WDbAg=&xsec_source=pc_search,低
整理B站Agent相关优质教程并分类推荐,1,不知道在哪里学习Agent开发；已有文字资源不足，需要视频教程补充,agent有推荐的b站课程吗,2.0,2.0,https://www.xiaohongshu.com/explore/694e6553000000001e02bd7d?xsec_token=ABbF3eWac6LzsNLpY-zAllX_JZ9Kx_YDimvWz4AV5SkQw=&xsec_source=pc_search,低
新手到进阶的课程推荐系统,1,新手面对多个Agent项目不知从何学起；英文资料门槛高,不过新手建议先啃Hello-agents，中文友好上手快，其他几个适合进阶深挖,2.0,3.0,https://www.xiaohongshu.com/explore/694e6553000000001e02bd7d?xsec_token=ABbF3eWac6LzsNLpY-zAllX_JZ9Kx_YDimvWz4AV5SkQw=&xsec_source=pc_search,低
智能识别简历中项目描述的薄弱环节并给出优化建议,1,不知道如何将项目经历正确地写到简历上；看了技术拆解却不知道怎么转化为简历内容,我在公司内发过我的项目技术拆解 都是如何搭的 遇到什么问题如何解决，我朋友看到那个简历还以为是我跳槽,2.0,3.0,https://www.xiaohongshu.com/explore/69ddf696000000001a021021?xsec_token=ABkNauXBhzJNP04soRJQ-xKxr0g_1B_4o5DTpdSKuTamI=&xsec_source=pc_search,低
根据技术栈匹配开发单的工具,1,接单渠道质量差：单子多为学生作业和毕设；单价过低,主要问题：boss直聘上的渠道直接拉一个群里，每天丢单子，看起来大部分是学生的作业和毕设，单价低，而且对技术栈要求杂，有fpga 嵌入式，有画multisim 仿真等，纯软很少，性价比低,2.0,2.0,https://www.xiaohongshu.com/explore/6888549f000000002203d7d1?xsec_token=AB5y7vigr5QenENFC4iMrRi1q_4gj78SvkSxkUmCBF_-0=&xsec_source=pc_search,低
游戏化找工流程的Agent设计,1,ADHD用户难以启动项目；INTP型人格的执行力问题,每天但凡想偷懒躺一下，都会想着今天的claude code还没有物尽其用于是爬起来干会活,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
游戏开发者社群或学习资源推荐,1,学生缺乏行业人脉和交流机会；想要学习AI辅助游戏开发的实践方法,你好，我是游戏专业的学生，也在研究用ai做demo和小游戏，方便交流一下吗,2.0,2.0,https://www.xiaohongshu.com/explore/6a0481b0000000000f03ac01?xsec_token=AB0o6TPGOO3p2iWgZZLaf0TllqHNOeue49RXQsMDuOehY=&xsec_source=pc_search,低
独立游戏制作工具链整合Agent,1,学生缺乏行业人脉和交流机会；想要学习AI辅助游戏开发的实践方法,你好，我是游戏专业的学生，也在研究用ai做demo和小游戏，方便交流一下吗,2.0,2.0,https://www.xiaohongshu.com/explore/6a0481b0000000000f03ac01?xsec_token=AB0o6TPGOO3p2iWgZZLaf0TllqHNOeue49RXQsMDuOehY=&xsec_source=pc_search,低
简历项目包装 Agent：将学习经历包装成有商业价值的项目经历,1,面试时不知道如何表述项目动机（学习目的是否适合说）；担心项目经验表述不当会影响面试评价,原来不能说项目是为了学习吗？[石化R][石化R],2.0,2.0,https://www.xiaohongshu.com/explore/69f43c20000000003502f629?xsec_token=ABzOLlZiL8BB-3w_DK2vrAG4VzOzdhVOfXdPxpHZV_3kc=&xsec_source=pc_search,低
自动化账号营销工具,1,,给自己做一个自动化账号营销agent试试看,2.0,2.0,https://www.xiaohongshu.com/explore/69c42e11000000001a029a0f?xsec_token=ABq4IAb8gGqLu6pcjqhhpg8X-E8fJFrrT0WqvQ88bV8KU=&xsec_source=pc_search,低
自动拆解大项目为小步骤并监督执行,1,ADHD导致的启动困难；项目做到一半无法坚持,claude 赋予了我远超我水准的代码能力，之前所有的想法几十个同时开始弄，每个都弄到一半不想弄了,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
裁员后职业规划辅导,1,被裁员,被裁员，已转行,2.0,2.0,https://www.xiaohongshu.com/explore/68eaf2e000000000040037fe?xsec_token=ABzUA-CrFC_yNTMSaDhcQ9cWbg3T-hL-XQgTY0j-QLofI=&xsec_source=pc_search,低
该架构可作为构建大学生找工 Agent 的系统设计参考，将记忆层用于简历信息存储，知识层用于岗位技能库，护栏层用于面试风险控制,1,,Layer 1：记忆层（AGENTS.md）✨关键价值：统一命名、结构、仓库规范，让 AI 团队所有成员对齐底层规则,2.0,3.0,https://www.xiaohongshu.com/explore/6a0c142b000000000702719d?xsec_token=ABDjQOW8cGnCJOwjqCmBWENFaX47KpR9eU4Kn1WgciJ10=&xsec_source=pc_search,低
针对ADHD/执行力弱人群的AI任务分解助手,1,ADHD导致的启动困难；项目做到一半无法坚持,claude 赋予了我远超我水准的代码能力，之前所有的想法几十个同时开始弄，每个都弄到一半不想弄了,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
面向ADHD/拖延症人群的Agent工具设计,1,难以启动项目（拖延、执行力差）；多项目并行管理困难,有ADHD的INTP都去用agent吧，一年半载启动不了的项目一晚上能做八个,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
面试技能要求指南（各岗位面试准备清单）,1,不清楚产品经理面试是否需要编程能力；面试准备方向不明确,uu产品经理需要手撕代码吗,2.0,2.0,https://www.xiaohongshu.com/explore/69da0a5e0000000022003563?xsec_token=ABVias0c714Aub7-Sl8XNBRkAUu96h4mqFYBBKYL7gDGw=&xsec_source=pc_search,低
面试话术优化 Agent：帮助用户将'学习目的'转化为专业的项目描述,1,面试时不知道如何表述项目动机（学习目的是否适合说）；担心项目经验表述不当会影响面试评价,原来不能说项目是为了学习吗？[石化R][石化R],2.0,2.0,https://www.xiaohongshu.com/explore/69f43c20000000003502f629?xsec_token=ABzOLlZiL8BB-3w_DK2vrAG4VzOzdhVOfXdPxpHZV_3kc=&xsec_source=pc_search,低
项目复刻助手：帮助用户更好地复刻开源 Agent 项目,1,,项目就是 P2 的 learn-claude-code，在学习的这两小时里，star 数又涨了 1k,2.0,3.0,https://www.xiaohongshu.com/explore/69b98f42000000001e00dedd?xsec_token=ABpOjDfNa32uGudL3LKs_tpqpVYa-j-eVcOU9qkcbjY9Y=&xsec_source=pc_search,低
项目管理型Agent,1,难以启动项目（拖延、执行力差）；多项目并行管理困难,有ADHD的INTP都去用agent吧，一年半载启动不了的项目一晚上能做八个,2.0,2.0,https://www.xiaohongshu.com/explore/685cb7f5000000002201c33d?xsec_token=ABtRrA2ixMNwbPoWwIWrnLoC8wIATLKeMwUUtaGNg_FF0=&xsec_source=pc_search,低
Agent方向岗位汇总,1,,广佛有人在找Agent方向的岗位吗[doge],1.0,2.0,https://www.xiaohongshu.com/explore/69c61b140000000021038314?xsec_token=AB2rQ0aSmMGlfvdWO-MHYnLBwLKeupAx0FO8hVNNPIpHY=&xsec_source=pc_search,低
【简历项目包装Agent】：指导用户如何将学习项目更好地转化为简历描述，而非教人造假,1,简历只有1个项目导致面试无offer；不知道选什么Agent项目加到简历,你就说你英文名叫dario，有百度实习经验，后来gap无聊写了个小东西claude code。现在对贵公司非常崇拜，不要钱也愿意干,1.0,2.0,https://www.xiaohongshu.com/explore/6a032f37000000003501c680?xsec_token=ABsl6oE4q8UWcm3Yf2FbTD2HSoksv7A1wdxx-NE5WDbAg=&xsec_source=pc_search,低
【简历项目推荐Agent】：根据用户当前技术栈和时间投入，智能推荐1-2个适合作为简历项目的Agent实战项目，附学习路径和产出要求,1,简历只有1个项目导致面试无offer；不知道选什么Agent项目加到简历,你就说你英文名叫dario，有百度实习经验，后来gap无聊写了个小东西claude code。现在对贵公司非常崇拜，不要钱也愿意干,1.0,2.0,https://www.xiaohongshu.com/explore/6a032f37000000003501c680?xsec_token=ABsl6oE4q8UWcm3Yf2FbTD2HSoksv7A1wdxx-NE5WDbAg=&xsec_source=pc_search,低
【项目选择顾问Agent】：帮助用户评估候选项目与目标岗位JD的匹配度，给出项目优先级建议,1,简历只有1个项目导致面试无offer；不知道选什么Agent项目加到简历,你就说你英文名叫dario，有百度实习经验，后来gap无聊写了个小东西claude code。现在对贵公司非常崇拜，不要钱也愿意干,1.0,2.0,https://www.xiaohongshu.com/explore/6a032f37000000003501c680?xsec_token=ABsl6oE4q8UWcm3Yf2FbTD2HSoksv7A1wdxx-NE5WDbAg=&xsec_source=pc_search,低
刚回国的海归群体可能有简历本地化、岗位匹配需求,1,刚毕业回国，面临找工作压力,刚好近期也在忙找工作[皱眉R]希望一切都顺利哇>.<,1.0,2.0,https://www.xiaohongshu.com/explore/698c725a000000000e00efff?xsec_token=ABOlRr49EXXx3JNvF_QdO7nDE-57b-OMghEqIH--OoUDk=&xsec_source=pc_search,低
地域性岗位推送功能,1,,广佛有人在找Agent方向的岗位吗[doge],1.0,2.0,https://www.xiaohongshu.com/explore/69c61b140000000021038314?xsec_token=AB2rQ0aSmMGlfvdWO-MHYnLBwLKeupAx0FO8hVNNPIpHY=&xsec_source=pc_search,低
